26,48,34,-7,-26,-16,-4,-11,-21,-18,-5,1,-5,-24,-50,-66,-44,18,84,108,90,65,66,82,85,68,59,81,111,112,79,52,57,72,70,59,59,62,52,40,44,58,61,61,68,68,40,10,25,79,109,88,59,67,92,85,49,29,46,71,76,69,65,63,52,35,19,9,13,41,80,96,72,32,15,24,28,16,1,-1,2,2,0,1,-1,-2,-1,-8,-29,-50,-48,-28,-16,-19,-22,-19,-23,-34,-33,-14,1,0,-3,13,43,58,44,16,-6,-26,-53,-77,-69,-27,7,-2,-32,-37,-11,-1,-30,-70,-75,-46,-12,7,18,25,21,4,-17,-29,-27,-20,-23,-36,-49,-47,-37,-35,-49,-75,-104,-120,-106,-60,-12,4,-9,-19,-18,-24,-49,-75,-85,-80,-74,-75,-86,-102,-114,-110,-100,-101,-110,-106,-84,-66,-68,-73,-64,-41,-29,-34,-51,-56,-41,-1
71,80,37,25,22,47,70,82,73,69,76,86,78,62,53,58,67,82,96,95,69,46,52,75,73,43,27,54,99,118,104,84,78,82,81,69,57,59,80,107,128,138,134,109,77,62,69,65,37,10,11,24,25,19,28,41,34,7,-8,-4,2,-6,-17,-23,-30,-49,-72,-86,-82,-74,-69,-71,-71,-72,-72,-73,-69,-70,-77,-83,-66,-30,0,3,-9,-21,-27,-31,-24,-8,5,-2,-13,-13,-3,-7,-28,-43,-36,-30,-44,-60,-37,23,81,101,94,80,68,53,41,37,38,32,24,18,17,13,8,-9,-32,-54,-52,-36,-23,-26,-29,-31,-31,-32,-25,-24,-32,-36,-12,20,24,-2,-15,-2,12,-6,-37,-57,-61,-68,-75,-75,-58,-48,-56,-83,-99,-99,-88,-91,-97,-98,-92,-100,-114,-119,-106,-106,-120,-124,-83,-27,12,10,-3,-19,-24,-33,-26,-28,-24,-59
20,-12,-10,-19,-23,-32,-31,-28,-23,-22,-15,-8,-5,-14,-26,-32,-26,-22,-30,-37,-18,18,37,22,-4,-19,-29,-39,-43,-37,-40,-60,-83,-98,-120,-154,-182,-188,-187,-194,-200,-187,-168,-163,-174,-178,-171,-167,-184,-211,-225,-218,-209,-209,-211,-206,-204,-211,-216,-208,-196,-187,-179,-170,-171,-177,-173,-154,-143,-153,-167,-161,-140,-120,-108,-95,-75,-42,-12,-7,-28,-44,-35,-23,-38,-67,-78,-64,-47,-35,-21,-3,2,-5,-14,-18,-30,-51,-69,-73,-77,-93,-112,-108,-81,-58,-58,-66,-67,-59,-57,-51,-35,-19,-27,-44,-41,-18,-13,-36,-53,-31,4,10,-11,-18,6,37,50,55,63,73,80,96,123,148,150,145,159,207,266,314,332,322,298,291,305,324,323,313,311,317,311,301,299,303,287,256,230,228,231,234,235,234,213,181,159,163,162,149,132,137,142,135,114,116,120,136
