3503,4367,4117,4384,4530,4792,4760,5015,5422,5496,4468,2928,1917,1921,2197,2199,2036,2113,2293,2347,2295,2367,2539,2670,2715,2757,2826,2909,3022,3163,3271,3264,3205,3212,3332,3446,3515,3587,3722,3827,3914,4050,4224,4244,4210,4390,4709,4410,3116,1478,618,664,896,776,612,632,582,123,-439,-790,-1078,-1707,-2358,-2367,-1565,-802,-837,-1644,-2450,-2864,-3014,-3239,-3354,-3142,-2805,-3140,-4381,-5857,-6541,-6428,-6200,-6340,-6476,-6327,-5998,-5830,-5698,-5478,-5152,-4936,-4790,-4727,-4653,-4574,-4340,-4057,-3816,-3751,-3692,-3613,-3478,-3410,-3297,-3131,-2855,-2629,-2454,-2400,-2330,-2254,-2096,-1995,-1920,-1909,-1801,-1668,-1498,-1404,-1257,-1099,-891,-765,-591,-394,-129,29,176,307,516,620,676,675,780,864,974,1023,1127,1162,1198,1158,1177,1146,1154,1112,1157,1168,1196,1076,954,804,791,751,760,722,790,768,716,550,535,532,578,458,420,387,494,434,361,161,154,104,180,79,145,46,109,-148,-24,-273
-1859,-2212,-2126,-2131,-1992,-1935,-1803,-1710,-1623,-1622,-1606,-1597,-1578,-1593,-1571,-1486,-1310,-1139,-1053,-1069,-1060,-952,-812,-755,-729,-632,-511,-503,-588,-618,-567,-525,-505,-429,-327,-279,-267,-214,-193,-277,-356,-245,-32,70,31,67,257,484,599,619,614,690,872,1092,1177,1153,1195,1384,1481,1364,1244,1411,1684,1704,1462,1375,1565,1702,1483,1166,1142,1437,1665,1663,1608,1761,2034,2187,2062,1799,1603,1613,1733,1842,1861,1847,1777,1639,1456,1373,1376,1359,1225,1107,1065,1050,932,804,762,820,826,765,683,676,680,645,505,353,255,264,266,224,129,60,-22,-97,-184,-262,-410,-573,-685,-679,-673,-695,-733,-706,-704,-751,-835,-834,-795,-748,-752,-731,-708,-679,-706,-726,-734,-674,-616,-556,-545,-518,-509,-496,-536,-555,-569,-550,-572,-575,-577,-529,-509,-472,-464,-440,-469,-473,-482,-439,-445,-448,-492,-470,-455,-385,-371,-334,-376,-376,-449,-448,-518,-464,-528,-383
-616,-726,-624,-579,-547,-564,-528,-468,-391,-350,-327,-314,-280,-245,-221,-216,-194,-147,-99,-83,-92,-105,-114,-117,-105,-81,-60,-47,-28,0,5,-22,-49,-43,-27,-29,-37,-21,6,15,5,7,17,17,3,2,11,6,-19,-35,-31,-19,-23,-37,-54,-59,-52,-25,6,27,25,19,28,60,84,81,49,24,14,10,-11,-35,-40,-12,18,24,-5,-28,-16,32,70,81,68,51,18,-8,1,63,112,102,53,34,41,41,25,46,92,110,66,21,17,45,57,63,74,94,91,86,107,161,186,167,143,180,236,241,174,122,133,179,189,177,164,167,153,143,150,181,189,179,168,191,214,213,177,163,182,214,198,152,114,129,159,173,143,106,71,66,67,80,75,58,24,17,26,38,2,-39,-41,29,85,84,20,-17,-25,-6,-4,17,25,26,-26,-60,-75,-26,-7,8,-57,-68
